,Return,APINFLATION,APRGDP,phase_GDP,phase_INFLATION,phase,Date
2016-06-30,0.9085901741626934,3.5282325425994374,1.8813865069902693,Low,High,LowHigh,2016-06-30
2016-07-31,0.470975813580532,-0.16490105936445865,1.8813865069902693,Low,Low,LowLow,2016-07-31
2016-08-31,3.0751182737797533,2.418881267413865,2.169164661167639,Stable,Stable,StableStable,2016-08-31
2016-09-30,-0.09002369535610066,2.3591512708077125,2.169164661167639,Stable,Stable,StableStable,2016-09-30
2016-10-31,-0.6601461285277388,2.852307232814015,2.169164661167639,Stable,Stable,StableStable,2016-10-31
2016-11-30,-2.514792204191152,1.7480477236892937,2.0108627683199796,Low,Stable,LowStable,2016-11-30
2016-12-31,3.2632695367111664,3.5653923873832176,2.0108627683199796,Low,High,LowHigh,2016-12-31
2017-01-31,2.252111354394759,4.968851972708372,2.0108627683199796,Low,High,LowHigh,2017-01-31
2017-02-28,1.982896773398224,1.5312842354040725,2.2671384813179642,Stable,Stable,StableStable,2017-02-28
2017-03-31,4.957334598819885,-1.509662825577473,2.2671384813179642,Stable,Low,StableLow,2017-03-31
2017-04-30,-1.5944446103250631,1.6592743341772809,2.2671384813179642,Stable,Stable,StableStable,2017-04-30
2017-05-31,1.2583387154802006,-0.6490260511845791,2.137587323717946,Stable,Low,StableLow,2017-05-31
2017-06-30,1.6583620143490796,1.244639767798501,2.137587323717946,Stable,Low,StableLow,2017-06-30
2017-07-31,-0.07663867810914216,0.7322497020628354,2.137587323717946,Stable,Low,StableLow,2017-07-31
2017-08-31,1.725271391005334,4.793556203136762,3.1631900653059035,Stable,High,StableHigh,2017-08-31
2017-09-30,-0.0194705663035033,5.581645631542859,3.1631900653059035,Stable,High,StableHigh,2017-09-30
2017-10-31,1.820645305643831,0.6086550751689018,3.1631900653059035,Stable,Low,StableLow,2017-10-31
2017-11-30,1.5882834086849096,3.7133471225210135,3.499446529143663,High,High,HighHigh,2017-11-30
2017-12-31,2.5400576830636012,2.4938039000053043,3.499446529143663,High,Stable,HighStable,2017-12-31
2018-01-31,1.1700087115840807,4.691604094461336,3.499446529143663,High,High,HighHigh,2018-01-31
2018-02-28,4.978839738045204,3.17825220243081,2.5278259517934023,Stable,High,StableHigh,2018-02-28
2018-03-31,-5.187405745393015,-0.29822627517793043,2.5278259517934023,Stable,Low,StableLow,2018-03-31
2018-04-30,-3.27621456586763,2.61734552729815,2.5278259517934023,Stable,Stable,StableStable,2018-04-30
2018-05-31,2.5088038761120313,3.278963981804836,3.4684629032661682,High,High,HighHigh,2018-05-31
2018-06-30,2.9208418597917785,2.566230450047884,3.4684629032661682,High,Stable,HighStable,2018-06-30
2018-07-31,-0.1429429520760972,1.4619231136733364,3.4684629032661682,High,Low,HighLow,2018-07-31
2018-08-31,2.9215810192411817,2.0184347189858607,2.8945913125160727,Stable,Stable,StableStable,2018-08-31
2018-09-30,3.1715617370718263,1.6958774141044974,2.8945913125160727,Stable,Stable,StableStable,2018-09-30
2018-10-31,0.32698251073808304,2.4546005922438408,2.8945913125160727,Stable,Stable,StableStable,2018-10-31
2018-11-30,-6.0044456197780205,-0.5459357457364037,1.0853309076310904,Low,Low,LowLow,2018-11-30
2018-12-31,1.780826084311693,-0.0427448528073769,1.0853309076310904,Low,Low,LowLow,2018-12-31
2019-01-31,-10.25557697192463,-0.4892085191942161,1.0853309076310904,Low,Low,LowLow,2019-01-31
2019-02-28,8.484389372869416,2.9982181746187533,3.0608274858403495,Stable,Stable,StableStable,2019-02-28
2019-03-31,3.5635769288320684,4.332078631492959,3.0608274858403495,Stable,High,StableHigh,2019-03-31
2019-04-30,2.095026396221189,4.004801353824285,3.0608274858403495,Stable,High,StableHigh,2019-04-30
2019-05-31,1.7660933304303406,1.0543533260376694,1.9987868305013887,Low,Low,LowLow,2019-05-31
2019-06-30,-5.6327933620256125,1.1051585824186372,1.9987868305013887,Low,Low,LowLow,2019-06-30
2019-07-31,7.523143774796903,3.2184556111540576,1.9987868305013887,Low,High,LowHigh,2019-07-31
2019-08-31,-0.10542592071970391,0.9699828573885461,2.0871145093066694,Stable,Low,StableLow,2019-08-31
2019-09-30,-1.018785618799689,1.3999547394787772,2.0871145093066694,Stable,Low,StableLow,2019-09-30
2019-10-31,0.1642001108884017,2.974360173504456,2.0871145093066694,Stable,Stable,StableStable,2019-10-31
2019-11-30,4.039371810975556,2.775736794840257,2.109877291655426,Stable,Stable,StableStable,2019-11-30
2019-12-31,1.3949046758296113,2.885689462579145,2.109877291655426,Stable,Stable,StableStable,2019-12-31
2020-01-31,3.556676757484012,1.7458327529366962,2.109877291655426,Stable,Stable,StableStable,2020-01-31
2020-02-29,0.8967954422913316,1.0663781778843282,-5.090154651162185,Low,Low,LowLow,2020-02-29
2020-03-31,-4.964991066685986,-5.081644470179672,-5.090154651162185,Low,Low,LowLow,2020-03-31
2020-04-30,-20.819953118436928,-9.541273022604704,-5.090154651162185,Low,Low,LowLow,2020-04-30
2020-05-31,0.0,-0.6283655461857174,-5.090154651162185,Low,Low,LowLow,2020-05-31
